username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,followers
lensaRTV,"Official News RTV Twitter Account. Lensa Indonesia RTV. Lensa Indonesia Pagi, Siang, Update, CSI, Turn Back Crime, 10-2 
redaksi@rtv.co.id - 081281224776",Indonesia,310,9601,42206,2014-03-17 06:54:25,2022-03-24 02:00:01,0,"Juru bicara Satgas Penanganan Covid-19, Prof. Wiku Adisasmito minta masyarakat disiplin jalankan prokes dan melengkapi dosis vaksin Covid-19. Vaksin dan prokes harus dijalankan untuk cegah penyebaran Covid-19.

#satgascovid19 #prokes #vaksin #vaksincovid19 #penyebarancovid19 https://t.co/lkZ3LuGFJs","[{'text': 'satgascovid19', 'indices': [211, 225]}, {'text': 'prokes', 'indices': [226, 233]}, {'text': 'vaksin', 'indices': [234, 241]}, {'text': 'vaksincovid19', 'indices': [242, 256]}, {'text': 'penyebarancovid19', 'indices': [257, 275]}]"
MNowNews,MalaysiaNow brings you news and views on Malaysian current affairs.,"Kuala Lumpur, Malaysia ",4,1004,16838,2021-01-05 07:11:26,2022-03-24 01:42:55,0,"Sementara itu, 94.6% populasi remaja telah menerima sekurang-kurangnya satu dos vaksin.

#MalaysiaNow #MNow #MNowNews #Malaysia #COVID #vaksin #pickids 

https://t.co/Sre2rTQmvw","[{'text': 'MalaysiaNow', 'indices': [89, 101]}, {'text': 'MNow', 'indices': [102, 107]}, {'text': 'MNowNews', 'indices': [108, 117]}, {'text': 'Malaysia', 'indices': [118, 127]}, {'text': 'COVID', 'indices': [128, 134]}, {'text': 'vaksin', 'indices': [135, 142]}, {'text': 'pickids', 'indices': [143, 151]}]"
_rakyatmerdeka,official akun Rakyat Merdeka Digital,,4,30,3035,2021-12-23 13:39:54,2022-03-24 01:30:00,4,"Uji Coba Transisi Menuju Endemi Sudah Bertahap

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/6SaJ68W4Mz","[{'text': 'Booster', 'indices': [48, 56]}, {'text': 'Vaksin', 'indices': [57, 64]}, {'text': 'vaksinasi', 'indices': [65, 75]}, {'text': 'Omicron', 'indices': [76, 84]}, {'text': 'OmicronVirus', 'indices': [85, 98]}, {'text': 'OmicronVariant', 'indices': [99, 114]}, {'text': 'Corona', 'indices': [115, 122]}, {'text': 'coronavirus', 'indices': [123, 135]}, {'text': 'COVID19', 'indices': [136, 144]}, {'text': 'COVID', 'indices': [145, 151]}, {'text': 'RakyatMerdeka', 'indices': [152, 166]}, {'text': 'RMid', 'indices': [167, 172]}]"
_rakyatmerdeka,official akun Rakyat Merdeka Digital,,4,30,3035,2021-12-23 13:39:54,2022-03-24 01:20:00,4,"Top News Koran Rakyat Merdeka

Sukses Bali Ditularkan Ke Daerah Lain
Senangnya... Indonesia Bakal Bebas Karantina

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/GQa5ox4LM5","[{'text': 'Booster', 'indices': [115, 123]}, {'text': 'Vaksin', 'indices': [124, 131]}, {'text': 'vaksinasi', 'indices': [132, 142]}, {'text': 'Omicron', 'indices': [143, 151]}, {'text': 'OmicronVirus', 'indices': [152, 165]}, {'text': 'OmicronVariant', 'indices': [166, 181]}, {'text': 'Corona', 'indices': [182, 189]}, {'text': 'coronavirus', 'indices': [190, 202]}, {'text': 'COVID19', 'indices': [203, 211]}, {'text': 'COVID', 'indices': [212, 218]}, {'text': 'RakyatMerdeka', 'indices': [219, 233]}, {'text': 'RMid', 'indices': [234, 239]}]"
TabananPolres,"Polres Tabanan ""Melayani dengan Sepenuh Hati""",,403,211,8469,2021-05-08 02:57:33,2022-03-24 00:56:39,2,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/OzHKFBGBJw,[]
TabananPolres,"Polres Tabanan ""Melayani dengan Sepenuh Hati""",,403,211,8469,2021-05-08 02:57:33,2022-03-24 00:56:22,2,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/FqbVXs6e35","[{'text': 'ayovaksìncovid19', 'indices': [83, 100]}, {'text': 'ayokitavaksin', 'indices': [101, 115]}, {'text': 'vaksìnasicovid19', 'indices': [116, 133]}]"
PSeltim,Akurat terpercaya,,121,222,3599,2020-03-31 05:23:48,2022-03-24 00:47:15,0,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/LkSQVAZULF,"[{'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'vaksinserentak', 'indices': [130, 145]}, {'text': 'vaksìnasicovid19', 'indices': [146, 163]}, {'text': 'vaksìncovid19', 'indices': [164, 178]}, {'text': 'vaksìnuntukindonesia', 'indices': [179, 200]}, {'text': 'bersatulawancovid19', 'indices': [201, 221]}, {'text': 'polrestabanan', 'indices': [222, 236]}]"
SelbarHumas,humas selbar,,50,35,872,2020-12-25 05:41:43,2022-03-24 00:39:59,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/97vd0R0YHu","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
PolsekPenebel,Polsek penebel,,7,9,446,2021-11-27 00:38:21,2022-03-24 00:39:51,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/nildA3ksyf","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
PolsekPenebel,Polsek penebel,,7,9,446,2021-11-27 00:38:21,2022-03-24 00:39:51,0,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/BFIzWv1Taf,"[{'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'vaksinserentak', 'indices': [130, 145]}, {'text': 'vaksìnasicovid19', 'indices': [146, 163]}, {'text': 'vaksìncovid19', 'indices': [164, 178]}, {'text': 'vaksìnuntukindonesia', 'indices': [179, 200]}, {'text': 'bersatulawancovid19', 'indices': [201, 221]}, {'text': 'polrestabanan', 'indices': [222, 236]}]"
polsekmarga,ganteng,,127,27,2342,2019-12-02 15:10:16,2022-03-24 00:38:40,0,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/tXjN2M9fVR,"[{'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'vaksinserentak', 'indices': [130, 145]}, {'text': 'vaksìnasicovid19', 'indices': [146, 163]}, {'text': 'vaksìncovid19', 'indices': [164, 178]}, {'text': 'vaksìnuntukindonesia', 'indices': [179, 200]}, {'text': 'bersatulawancovid19', 'indices': [201, 221]}, {'text': 'polrestabanan', 'indices': [222, 236]}]"
PSeltim,Akurat terpercaya,,121,222,3599,2020-03-31 05:23:48,2022-03-24 00:38:34,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/ugZO4JSeNk","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
PSelemadeg,,,5,18,1287,2021-02-23 05:33:04,2022-03-24 00:30:03,0,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/oKz0HIZJOk,"[{'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'vaksinserentak', 'indices': [130, 145]}, {'text': 'vaksìnasicovid19', 'indices': [146, 163]}, {'text': 'vaksìncovid19', 'indices': [164, 178]}, {'text': 'vaksìnuntukindonesia', 'indices': [179, 200]}, {'text': 'bersatulawancovid19', 'indices': [201, 221]}, {'text': 'polrestabanan', 'indices': [222, 236]}]"
PSelemadeg,,,5,18,1287,2021-02-23 05:33:04,2022-03-24 00:28:47,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/1c1xPRueJa","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
SelbarHumas,humas selbar,,50,35,872,2020-12-25 05:41:43,2022-03-24 00:22:56,0,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/148F0i7wem,"[{'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'vaksinserentak', 'indices': [130, 145]}, {'text': 'vaksìnasicovid19', 'indices': [146, 163]}, {'text': 'vaksìncovid19', 'indices': [164, 178]}, {'text': 'vaksìnuntukindonesia', 'indices': [179, 200]}, {'text': 'bersatulawancovid19', 'indices': [201, 221]}, {'text': 'polrestabanan', 'indices': [222, 236]}]"
YoyokSubandriy3,"Pencinta (alm) Bapak Ir. Sukarno dan (alm) Gus Dur
Akun diolah oleh tim manajemen
Tuanku adalah rakyat",Indonesia,2078,1991,343353,2018-11-03 11:28:07,2022-03-24 00:17:07,1,"Hai SohIB! #Vaksin yg lengkap dan booster selain baik untuk kesehatan juga memudahkan akses fasilitas umum lho. Vaksinmu sdh lengkap belum, SohIB? 

#IndonesiaBaik #YangMudaSukaData #ProgramPemerintah #Infografis  #Vaksinasi #VaksinBooster #COVID19 #KominfoNewsroom @KemenkesRI https://t.co/F0QtgxH4Na","[{'text': 'Vaksin', 'indices': [32, 39]}]"
HumasPolsekWat1,,,477,413,6585,2021-04-08 03:09:55,2022-03-24 00:13:58,1,"Hai SohIB! #Vaksin yg lengkap dan booster selain baik untuk kesehatan juga memudahkan akses fasilitas umum lho. Vaksinmu sdh lengkap belum, SohIB? 

#IndonesiaBaik #YangMudaSukaData #ProgramPemerintah #Infografis  #Vaksinasi #VaksinBooster #COVID19 #KominfoNewsroom @KemenkesRI https://t.co/F0QtgxH4Na","[{'text': 'Vaksin', 'indices': [11, 18]}, {'text': 'IndonesiaBaik', 'indices': [149, 163]}, {'text': 'YangMudaSukaData', 'indices': [164, 181]}, {'text': 'ProgramPemerintah', 'indices': [182, 200]}, {'text': 'Infografis', 'indices': [201, 212]}, {'text': 'Vaksinasi', 'indices': [214, 224]}, {'text': 'VaksinBooster', 'indices': [225, 239]}, {'text': 'COVID19', 'indices': [240, 248]}, {'text': 'KominfoNewsroom', 'indices': [249, 265]}]"
polsekmarga,ganteng,,127,27,2342,2019-12-02 15:10:16,2022-03-24 00:07:07,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/d3XS0mcML6","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
HKerambitan,Humas Polsek Kerambitan,,12,33,2446,2019-10-24 15:09:04,2022-03-24 00:07:03,0,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/jWIJ6nBUyn,"[{'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'vaksinserentak', 'indices': [130, 145]}, {'text': 'vaksìnasicovid19', 'indices': [146, 163]}, {'text': 'vaksìncovid19', 'indices': [164, 178]}, {'text': 'vaksìnuntukindonesia', 'indices': [179, 200]}, {'text': 'bersatulawancovid19', 'indices': [201, 221]}, {'text': 'polrestabanan', 'indices': [222, 236]}]"
HKerambitan,Humas Polsek Kerambitan,,12,33,2446,2019-10-24 15:09:04,2022-03-24 00:05:07,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/dRk51HExLI","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
humaspolsektbn,,,2,3,1348,2021-01-24 02:25:18,2022-03-24 00:00:34,0,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/Qpc9SEvJyT,"[{'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'vaksinserentak', 'indices': [130, 145]}, {'text': 'vaksìnasicovid19', 'indices': [146, 163]}, {'text': 'vaksìncovid19', 'indices': [164, 178]}, {'text': 'vaksìnuntukindonesia', 'indices': [179, 200]}, {'text': 'bersatulawancovid19', 'indices': [201, 221]}, {'text': 'polrestabanan', 'indices': [222, 236]}]"
positivekuy,"Jalani aja, bodo amat",,228,3,780,2021-09-19 18:00:31,2022-03-23 23:59:14,1,"Pelayanan Vaksinasi Booster di Gerai Vaksin Presisi Polres Tangerang Selatan, Senin (21/3/2022)

Nyok #vaksin Booster
@poldametrojaya https://t.co/YOHhBjF1Yt","[{'text': 'vaksin', 'indices': [123, 130]}]"
humaspolsektbn,,,2,3,1348,2021-01-24 02:25:18,2022-03-23 23:58:08,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/8i8tmlRHKs","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
TabananHumas,,,4,8,4029,2021-05-09 22:52:02,2022-03-23 23:45:34,0,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/dSTWj7e9Ce,"[{'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'vaksinserentak', 'indices': [130, 145]}, {'text': 'vaksìnasicovid19', 'indices': [146, 163]}, {'text': 'vaksìncovid19', 'indices': [164, 178]}, {'text': 'vaksìnuntukindonesia', 'indices': [179, 200]}, {'text': 'bersatulawancovid19', 'indices': [201, 221]}, {'text': 'polrestabanan', 'indices': [222, 236]}]"
HumasBaturiti,,"Baturiti, Indonesia",4,9,355,2022-02-09 07:31:02,2022-03-23 23:44:18,0,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/1K6xVSGWJm,"[{'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'vaksinserentak', 'indices': [130, 145]}, {'text': 'vaksìnasicovid19', 'indices': [146, 163]}, {'text': 'vaksìncovid19', 'indices': [164, 178]}, {'text': 'vaksìnuntukindonesia', 'indices': [179, 200]}, {'text': 'bersatulawancovid19', 'indices': [201, 221]}, {'text': 'polrestabanan', 'indices': [222, 236]}]"
TabananHumas,,,4,8,4029,2021-05-09 22:52:02,2022-03-23 23:42:07,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/U39FhZ1LSv","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
HumasBaturiti,,"Baturiti, Indonesia",4,9,355,2022-02-09 07:31:02,2022-03-23 23:39:46,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/mB5y9IKIBX","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
tabanan_polres,,,434,558,21057,2018-02-14 00:31:37,2022-03-23 23:17:45,2,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/FqbVXs6e35","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
tabanan_polres,,,434,558,21057,2018-02-14 00:31:37,2022-03-23 23:09:52,2,Sinergitas Bhabinkamtibmas desa Buwit bersama Babinsa melaksanakan pengamanan vaksinasi Booster di desa binaannya. #vaksinbooster #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #vaksìnuntukindonesia #bersatulawancovid19 #polrestabanan https://t.co/OzHKFBGBJw,"[{'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'vaksinserentak', 'indices': [130, 145]}, {'text': 'vaksìnasicovid19', 'indices': [146, 163]}, {'text': 'vaksìncovid19', 'indices': [164, 178]}, {'text': 'vaksìnuntukindonesia', 'indices': [179, 200]}, {'text': 'bersatulawancovid19', 'indices': [201, 221]}, {'text': 'polrestabanan', 'indices': [222, 236]}]"
ImadeBudiarta16,Hidup sederhana dan Selalu bersyukur,"Tabanan, Bali",88,33,694,2019-01-26 15:22:07,2022-03-23 22:59:40,3,"Ayo vaksinasi Covid-19 untuk Indonesia Sehat, dan tetap disiplin Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksinbooster #vaksìnuntukindonesia #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #bersatulawancovid19 #polrestabanan https://t.co/KX41PiCXXy","[{'text': 'ayovaksìncovid19', 'indices': [93, 110]}, {'text': 'ayokitavaksin', 'indices': [111, 125]}]"
radarmasnetwork,Official Account Berita Online Radar Banyumas Network,"Banyumas, Central Java",130,4639,64174,2015-06-15 09:09:19,2022-03-23 22:20:12,0,Jarak Vaksin Pertama dan Kedua Lebih dari Enam Bulan Wajib Ulang #Kebumen #Vaksin https://t.co/ZVHRpb1ybZ,"[{'text': 'Kebumen', 'indices': [65, 73]}, {'text': 'Vaksin', 'indices': [74, 81]}]"
AliiManaf,,,8,1,488,2021-02-02 12:31:57,2022-03-23 18:24:25,0,Ayo kita vaksin #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/Vmfodfii9S,"[{'text': 'vaksin', 'indices': [16, 23]}, {'text': 'ayovaksin', 'indices': [24, 34]}, {'text': 'vaksinaman', 'indices': [35, 46]}, {'text': 'vaksinhalal', 'indices': [47, 59]}]"
AliiManaf,,,8,1,488,2021-02-02 12:31:57,2022-03-23 18:24:23,0,Antusias murid sekolah untuk melakukan vaksinasi #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/RfIRhx0lpO,"[{'text': 'vaksin', 'indices': [49, 56]}, {'text': 'ayovaksin', 'indices': [57, 67]}, {'text': 'vaksinaman', 'indices': [68, 79]}, {'text': 'vaksinhalal', 'indices': [80, 92]}]"
AliiManaf,,,8,1,488,2021-02-02 12:31:57,2022-03-23 18:24:21,0,Lokasi vaksinasi anak sekolah di Aceh Besar #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/aGNGnae6oz,"[{'text': 'vaksin', 'indices': [44, 51]}, {'text': 'ayovaksin', 'indices': [52, 62]}, {'text': 'vaksinaman', 'indices': [63, 74]}, {'text': 'vaksinhalal', 'indices': [75, 87]}]"
TheUncleDee,"Hamba ALLAH SWT,
Pejabat Negara 2019-2024,
Kaya Raya,
Bukan Artis,
""Kita nggak bisa menutup mulut semua Orang, Yang bisa kita lakukan Mengontrol telinga Kita""",,240,819,13756,2014-03-24 10:36:19,2022-03-23 18:23:53,1,"@riyanthow @visiau @ZAEffendy Udah tau #Vaksin kadaluarsa tapi masih aja ada yg mau ngantri di Vaksin, 

Orang Indonesia memang Hebat, Mau di suntik Racun aja Rela ngantri...","[{'text': 'Vaksin', 'indices': [39, 46]}]"
AliiManaf,,,8,1,488,2021-02-02 12:31:57,2022-03-23 18:23:28,0,Valsinasi Lansia di Aceh Besar #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/uKmYmhh2Kp,"[{'text': 'vaksin', 'indices': [31, 38]}, {'text': 'ayovaksin', 'indices': [39, 49]}, {'text': 'vaksinaman', 'indices': [50, 61]}, {'text': 'vaksinhalal', 'indices': [62, 74]}]"
AliiManaf,,,8,1,488,2021-02-02 12:31:57,2022-03-23 18:23:26,0,Semua element masyarakat melakukan vaksinasi di Aceh Besar #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/DdjdllrTpy,"[{'text': 'vaksin', 'indices': [59, 66]}, {'text': 'ayovaksin', 'indices': [67, 77]}, {'text': 'vaksinaman', 'indices': [78, 89]}, {'text': 'vaksinhalal', 'indices': [90, 102]}]"
AliiManaf,,,8,1,488,2021-02-02 12:31:57,2022-03-23 18:23:24,0,Vaksinasi remaja di Aceh Besar berjalan lancar #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/o2cc7UVhPG,"[{'text': 'vaksin', 'indices': [47, 54]}, {'text': 'ayovaksin', 'indices': [55, 65]}, {'text': 'vaksinaman', 'indices': [66, 77]}, {'text': 'vaksinhalal', 'indices': [78, 90]}]"
IntannKamila,Hiburan Berita Media,"Banda Raya, Indonesia",98,60,1560,2017-10-29 13:42:34,2022-03-23 18:22:13,0,Antusias masyarakat Pidie untuk melakukan vaksinasi #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/HyGMRq4S6m,"[{'text': 'vaksin', 'indices': [52, 59]}, {'text': 'ayovaksin', 'indices': [60, 70]}, {'text': 'vaksinaman', 'indices': [71, 82]}, {'text': 'vaksinhalal', 'indices': [83, 95]}]"
IntannKamila,Hiburan Berita Media,"Banda Raya, Indonesia",98,60,1560,2017-10-29 13:42:34,2022-03-23 18:22:11,0,Vaksinasi di Pidie dipenuhi oleh masyarakat sekitar #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/mjCl6RgyrK,"[{'text': 'vaksin', 'indices': [52, 59]}, {'text': 'ayovaksin', 'indices': [60, 70]}, {'text': 'vaksinaman', 'indices': [71, 82]}, {'text': 'vaksinhalal', 'indices': [83, 95]}]"
